Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit,Outlet_Type_LE,Fat_Low Fat,Fat_Regular,Outlet_Size_Ord,Outlet_Location_FreqEnc,Item_Fat_TargetEnc,Item_MRP_std,Sales_mm,Sales_log,Sales_exp,Years_Since_Establishment
9.0,Low Fat,0.019502965,Household,169.4,2004,Small,Tier1,Supermarket Type1,4211.185,14.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.45621097234981123,0.32005508517800674,8.345736794416574,4211.185000000003,21
21.25,Low Fat,0.024650932,Household,146.0,2004,Small,Tier1,Supermarket Type1,2916.204,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.08033420655735415,0.22085075997143733,7.97838090228698,2916.204,21
12.35,Low Fat,0.026722744,Canned,59.2,1999,Medium,Tier 2,Supermarket Type1,984.7182,14.0,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3139437109975718,0.07288585127001938,6.893370512536646,984.7182000000003,26
0.0,Regular,0.037516862,Dairy,124.4,1985,Medium,Tier 2,Supermarket Type3,3004.0896,14.7,3,False,True,1.0,0.5879385193007157,2224.561170126414,-0.26662896186645224,0.22758339283892684,8.008062663496505,3004.0896,40
16.85,Regular,0.023154399,Snack Foods,43.9,1997,Small,Tier1,Supermarket Type1,351.5424,14.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,-1.5597092886311013,0.02438029174742426,5.865170898706764,351.5424000000001,28
14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8,2004,Small,Tier1,Supermarket Type1,631.8442,9.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.4649369417005247,0.045853310211159855,6.450224262307465,631.8441999999999,21
8.63,Regular,0.028391879,Canned,173.9,2009,Medium,Tier 2,Supermarket Type2,4138.6128,14.2,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.5284949657714376,0.3144955625828828,8.32835753587543,4138.612800000002,16
7.935,Low Fat,0.031866022,Household,261.3,2009,Medium,Tier 2,Supermarket Type2,2892.901,14.4,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.932410749115914,0.21906559216566354,7.970360697898627,2892.9010000000007,16
0.0,Regular,0.024088444,Frozen Foods,112.7,1985,Medium,Tier 2,Supermarket Type3,1832.2816,13.7,3,False,True,1.0,0.5879385193007157,2224.561170126414,-0.4545673447626808,0.13781495460573293,7.513862863972494,1832.2816,40
19.85,Low Fat,0.064409056,Health and Hygiene,126.8,2004,Small,Tier1,Supermarket Type1,1752.3856,14.3,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.22807749870825164,0.13169437927165153,7.469303826505271,1752.3855999999996,21
5.765,Low Fat,0.082012293,Baking Goods,37.5,1997,Small,Tier1,Supermarket Type1,656.4788,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.6625131903863033,0.04774048760583495,6.488412520186084,656.4787999999998,28
17.75,Regular,0.157075658,Dairy,240.6,1999,Medium,Tier 2,Supermarket Type1,3845.6608,13.8,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.5999043793764323,0.2920534530245843,8.254960726262835,3845.6608000000006,26
0.0,Regular,0.107110465,Breakfast,55.6,1985,Small,Tier1,Grocery Store,229.0352,14.6,0,False,True,0.0,0.2801830341429074,2224.561170126414,-1.371770905734873,0.01499540956849944,5.438232340691498,229.0352000000001,40
8.235,Low Fat,0.014459672,Health and Hygiene,181.9,1997,Small,Tier1,Supermarket Type1,732.38,12.9,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.65699984296544,0.053555034173212286,6.597663985017227,732.3800000000002,28
0.0,Low Fat,0.076483451,Fruits and Vegetables,43.4,1985,Medium,Tier 2,Supermarket Type3,847.5634,14.5,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.5677408434557265,0.06237886361317964,6.7435448019771576,847.5633999999998,40
6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0,1999,Medium,Tier 2,Supermarket Type1,539.298,13.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.381408771524423,0.03876364378251556,6.292120839195936,539.2979999999998,26
9.1,Low Fat,0.174827835,Baking Goods,127.2,2009,Medium,Tier 2,Supermarket Type2,1635.8706,13.3,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.22165225484855142,0.12276854024278282,7.40054152720949,1635.8706,16
18.7,Low Fat,0.104591027,Frozen Foods,121.4,1987,High,Tier 3,Supermarket Type1,2450.144,2.3,1,True,False,2.0,0.10935116742930893,2157.711533985862,-0.3148182908142031,0.18514740385596243,7.804310133332296,2450.143999999999,38
15.5,Regular,0.075868843,Baking Goods,261.8,1999,Medium,Tier 2,Supermarket Type1,1845.5976,14.5,1,False,True,1.0,0.5879385193007157,2224.561170126414,1.940442303940539,0.1388350504947465,7.521100089651774,1845.5976,26
10.695,Regular,0.086764795,Snack Foods,156.8,2004,Small,Tier1,Supermarket Type1,3427.5384,13.6,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.2538157907692576,0.26002244210955827,8.139889326895036,3427.5384000000017,21
6.695,Low Fat,0.03408026,Frozen Foods,220.8,2009,Medium,Tier 2,Supermarket Type2,5084.0488,13.6,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.2818548083212766,0.386922370702846,8.534059905290102,5084.0488000000005,16
16.0,Low Fat,0.072655379,Household,229.9,2004,Small,Tier1,Supermarket Type1,4837.7028,12.8,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.4280291061294543,0.3680505967560951,8.484401947258903,4837.702799999997,21
5.59,Regular,0.056555715,Snack Foods,62.6,1987,High,Tier 3,Supermarket Type1,639.168,13.3,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.2593291381901208,0.04641436295011731,6.4617306419066205,639.1679999999999,38
11.35,Regular,0.043402224,Fruits and Vegetables,197.1,2007,Medium,Tier 2,Supermarket Type1,2587.9646,13.0,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.9011591096340443,0.19570539630725287,7.859013306425149,2587.964599999999,18
12.3,Regular,0.064882207,Starchy Foods,93.9,2009,Medium,Tier 2,Supermarket Type2,1470.0864,14.0,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.7565538061685864,0.11006834642456391,7.293756454430617,1470.0863999999992,16
0.0,Regular,0.044764726,Snack Foods,102.4,1985,Medium,Tier 2,Supermarket Type3,2428.8384,12.5,3,False,True,1.0,0.5879385193007157,2224.561170126414,-0.6200173741499588,0.18351525043354075,7.7955800320656214,2428.838400000001,40
17.75,Low Fat,0.034752647,Dairy,248.8,1997,Small,Tier1,Supermarket Type1,3745.125,14.7,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.731621878500285,0.28435172906253187,8.228477251374159,3745.124999999999,28
17.75,Low Fat,0.030631323,Others,178.6,2009,Medium,Tier 2,Supermarket Type2,2516.724,13.0,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.6039915811229138,0.1902478833010303,7.831110597794366,2516.7240000000006,16
0.0,Low Fat,0.0,Fruits and Vegetables,245.0,1985,Medium,Tier 2,Supermarket Type3,3185.1872,13.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,1.6705820618331337,0.24145669692951136,8.066580245806012,3185.1872,40
11.676739773604321,Low Fat,0.110735739,Baking Goods,35.3,1985,Medium,Tier 2,Supermarket Type3,988.0472,14.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.697852031614654,0.07314087524227278,6.896742055458634,988.0472000000002,40
12.35,Regular,0.038657256,Fruits and Vegetables,110.3,2009,Medium,Tier 2,Supermarket Type2,1757.712,14.2,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.4931188079208816,0.13210241762725694,7.472337001940739,1757.7120000000007,16
16.7,Regular,0.052493162,Frozen Foods,113.9,1999,Medium,Tier 2,Supermarket Type1,2519.3872,14.4,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.43529161318358034,0.190451902478833,7.832167819496045,2519.387199999999,26
19.35,Regular,0.065890998,Meat,167.1,2007,Medium,Tier 2,Supermarket Type1,1510.0344,12.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.41926582015653535,0.11312863409160462,7.320549728393471,1510.0344000000005,18
15.7,Regular,0.114565093,Canned,112.0,1997,Small,Tier1,Supermarket Type1,337.5606,12.6,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.46581152151715605,0.023309191063960014,5.82470310144003,337.56060000000014,28
11.676739773604321,Low Fat,0.117065801,Snack Foods,196.1,1985,Medium,Tier 2,Supermarket Type3,6026.8216,14.0,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.885095999984794,0.45914515964500663,8.704140964086143,6026.821600000001,40
18.7,Low Fat,0.026450779,Baking Goods,124.9,2007,Medium,Tier 2,Supermarket Type1,2909.546,13.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.25859740704182704,0.2203407120269305,7.976095971431423,2909.5459999999994,18
7.06,Regular,0.043863865,Starchy Foods,59.6,1987,High,Tier 3,Supermarket Type1,761.6752,14.5,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.307518467137872,0.055799245129042135,6.636832252580174,761.6752000000002,38
11.35,Low Fat,0.0,Snack Foods,52.4,2004,Small,Tier1,Supermarket Type1,809.6128,14.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.4231728566124737,0.059471590329490974,6.6977905048418025,809.6127999999999,21
11.676739773604321,Regular,0.036551446,Snack Foods,62.7,1985,Small,Tier1,Grocery Store,123.8388,12.7,0,False,True,0.0,0.2801830341429074,2224.561170126414,-1.2577228272251957,0.006936652045292258,4.827023305052632,123.83880000000003,40
6.96,Low Fat,0.077630199,Soft Drinks,90.9,2007,Medium,Tier 2,Supermarket Type1,1459.4336,14.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.8047431351163372,0.10925226971335307,7.28648865691205,1459.4336000000008,18
11.676739773604321,Low Fat,0.304737387,Dairy,54.7,1985,Small,Tier1,Grocery Store,107.8596,13.2,0,True,False,0.0,0.2801830341429074,2157.711533985862,-1.3862277044191982,0.005712536978475977,4.690058978555063,107.85960000000004,40
11.676739773604321,Regular,0.041180766,Snack Foods,37.9,1985,Medium,Tier 2,Supermarket Type3,768.999,13.9,3,False,True,1.0,0.5879385193007157,2224.561170126414,-1.6560879465266032,0.0563602978679996,6.646389216145588,768.9990000000001,40
13.15,Low Fat,0.043831721,Snack Foods,184.2,1999,Medium,Tier 2,Supermarket Type1,2746.425,11.0,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.6939449951587154,0.20784453738651434,7.91841938836197,2746.424999999999,26
11.676739773604321,Regular,0.007503372,Dairy,146.7,1985,Medium,Tier 2,Supermarket Type3,4374.306,14.3,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.09157838331182919,0.3325512598184229,8.38373173920297,4374.306,40
14.5,Regular,0.214681063,Baking Goods,102.7,1998,Medium,Tier 2,Grocery Store,205.0664,13.5,0,False,True,1.0,0.5879385193007157,2224.561170126414,-0.6151984412551837,0.013159236968275017,5.328198446949483,205.06640000000004,27
7.5,Low Fat,0.060649825,Health and Hygiene,177.4,1998,Medium,Tier 2,Grocery Store,354.2056,14.5,0,True,False,1.0,0.5879385193007157,2157.711533985862,0.5847158495438136,0.024584310925226973,5.872696776759502,354.2056,27
15.2,Low Fat,0.097258937,Health and Hygiene,114.8,2002,Medium,Tier 2,Supermarket Type1,1506.0396,11.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.42083481449925525,0.11282260532490054,7.317902475653514,1506.0395999999998,23
11.6,Regular,0.009763021,Snack Foods,226.2,1997,Small,Tier1,Supermarket Type1,1800.3232,14.2,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.368595600427228,0.13536672447210038,7.496276784933537,1800.3232000000005,28
9.0,Low Fat,0.032152981,Household,102.0,2009,Medium,Tier 2,Supermarket Type2,1518.024,14.8,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.6264426180096591,0.11374069162501274,7.32582330233929,1518.0239999999994,16
19.35,Regular,0.021439694,Fruits and Vegetables,119.7,1987,High,Tier 3,Supermarket Type1,1325.6078,13.8,1,False,True,2.0,0.10935116742930893,2224.561170126414,-0.3421255772179287,0.09900030602876671,7.190380436766617,1325.6077999999995,38
15.2,Low Fat,0.153592956,Snack Foods,228.0,1998,Medium,Tier 2,Grocery Store,458.0704,14.2,0,True,False,1.0,0.5879385193007157,2157.711533985862,1.3975091977958787,0.0325410588595328,6.129203575205828,458.07040000000006,27
20.2,Regular,0.121231308,Snack Foods,97.6,2004,Small,Tier1,Supermarket Type1,1534.0032,13.6,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.6971203004663604,0.11496480669182904,7.336287744709678,1534.0032,21
11.676739773604321,Low Fat,0.119371835,Dairy,45.3,1985,Medium,Tier 2,Supermarket Type3,905.488,14.4,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.537220935122151,0.06681628073038866,6.809577792379763,905.4879999999998,40
11.676739773604321,Low Fat,0.064607378,Canned,87.4,1985,Medium,Tier 2,Supermarket Type3,2267.7148,13.7,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.8609640188887133,0.1711720901764766,7.7269687827412845,2267.7147999999997,40
5.365,Regular,0.14024028,Seafood,171.1,1997,Small,Tier1,Supermarket Type1,3263.7516,12.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.48351825875353655,0.24747526267469144,8.090938959183864,3263.7516000000014,28
21.2,Regular,0.0,Starchy Foods,173.7,1999,Medium,Tier 2,Supermarket Type1,2954.1546,14.2,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.5252823438415872,0.22375803325512597,7.991306246576561,2954.1545999999985,26
11.15,Regular,0.008296692,Dairy,150.7,2002,Medium,Tier 2,Supermarket Type1,2106.5912,13.8,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.15583082190883038,0.15882892991941241,7.653300962961069,2106.591199999999,23
19.35,Regular,0.077193256,Snack Foods,112.8,2007,Medium,Tier 2,Supermarket Type1,683.1108,13.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.4529610337977558,0.04978067938386209,6.528119892807956,683.1108000000003,18
13.5,Low Fat,0.055075504,Health and Hygiene,33.4,1999,Medium,Tier 2,Supermarket Type1,282.2992,14.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.7283719399482294,0.019075793124553708,5.646503582970853,282.2992,26
9.6,Regular,0.014209811,Snack Foods,188.2,2004,Small,Tier1,Supermarket Type1,1701.7848,14.6,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.7581974337557166,0.12781801489339997,7.440020307440113,1701.7847999999994,21
12.5,Regular,0.081879864,Fruits and Vegetables,91.7,1999,Medium,Tier 2,Supermarket Type1,1358.232,13.2,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.7918926473969371,0.10149954095684995,7.214675113341325,1358.2319999999995,26
15.85,Low Fat,0.078540095,Canned,36.4,2004,Small,Tier1,Supermarket Type1,607.2096,14.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.6801826110004785,0.04396613281648475,6.41051955940018,607.2096,21
10.195,Regular,0.146540889,Frozen Foods,141.8,1987,High,Tier 3,Supermarket Type1,1685.8056,13.6,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.012869146030503079,0.12659389982658367,7.4305918417625545,1685.8056000000001,38
20.2,Regular,0.097059596,Meat,178.6,2007,Medium,Tier 2,Supermarket Type1,2302.3364,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.6039915811229138,0.17382433948791187,7.742113959496482,2302.3363999999997,18
7.96,Low Fat,0.028478742,Canned,161.9,2009,Medium,Tier 2,Supermarket Type2,2750.4198,13.7,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.335737649980434,0.20815056615321842,7.919872348337412,2750.419799999999,16
20.0,Low Fat,0.034340926,Baking Goods,45.4,1987,High,Tier 3,Supermarket Type1,981.3892,12.7,1,True,False,2.0,0.10935116742930893,2157.711533985862,-1.535614624157226,0.07263082729776599,6.889987563847107,981.3892000000001,38
6.425,Low Fat,0.063532672,Breakfast,133.1,2007,Medium,Tier 2,Supermarket Type1,1442.7886,12.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.1268799079179748,0.1079771498520861,7.275025909843441,1442.7885999999999,18
11.676739773604321,Regular,0.075384242,Baking Goods,262.8,1985,Medium,Tier 2,Supermarket Type3,7646.0472,12.6,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.9565054135897892,0.5831888197490565,8.942074865380349,7646.047200000003,40
12.1,Low Fat,0.080131363,Household,170.9,2009,Medium,Tier 2,Supermarket Type2,1539.9954,14.2,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.4803056368236867,0.11542384984188514,7.340183850241034,1539.9954000000002,16
11.6,Regular,0.132111921,Frozen Foods,82.2,1998,Medium,Tier 2,Grocery Store,243.6828,13.4,0,False,True,1.0,0.5879385193007157,2224.561170126414,-0.9444921890648149,0.016117515046414364,5.499962677826952,243.6828,27
11.676739773604321,Low Fat,0.083547515,Household,179.2,1985,Small,Tier1,Grocery Store,359.532,14.8,0,True,False,0.0,0.2801830341429074,2157.711533985862,0.6136294469124639,0.0249923492808324,5.887580718388899,359.5319999999999,40
9.395,Low Fat,0.103731617,Snack Foods,237.0,2004,Small,Tier1,Supermarket Type1,4242.4776,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.5420771846391315,0.32245231051718865,8.353138400734316,4242.4775999999965,21
17.2,Regular,0.025309134,Canned,147.0,2007,Medium,Tier 2,Supermarket Type1,2354.2688,12.5,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.09639731620660445,0.17780271345506476,7.764410140064418,2354.2687999999994,18
7.42,Regular,0.0258457,Snack Foods,189.0,2009,Medium,Tier 2,Supermarket Type2,2458.1336,13.0,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.771047921475117,0.1857594613893706,7.807564371769189,2458.133599999999,16
18.25,Low Fat,0.054223942,Snack Foods,142.0,2004,Small,Tier1,Supermarket Type1,2127.231,9.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.016081767960352957,0.16041007854738346,7.663046397201703,2127.2309999999993,21
11.676739773604321,Regular,0.075791641,Dairy,193.4,1985,Medium,Tier 2,Supermarket Type3,8388.4142,13.9,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.8417256039318184,0.6400591655615628,9.034725975807904,8388.414199999996,40
17.6,Regular,0.03928284,Snack Foods,94.6,1999,Medium,Tier 2,Supermarket Type1,2799.689,10.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.7453096294141113,0.2119249209425686,7.937620737321258,2799.6889999999994,26
11.676739773604321,Regular,0.145591438,Seafood,148.7,1985,Medium,Tier 2,Supermarket Type3,1797.66,14.2,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.12370460261032978,0.13516270529429766,7.494797222203446,1797.6599999999996,40
6.825,Regular,0.046824729,Canned,155.2,2009,Medium,Tier 2,Supermarket Type2,2460.7968,14.2,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.22811481533045672,0.18596348056717332,7.808646768813461,2460.796800000001,16
7.405,Low Fat,0.159062948,Dairy,208.9,1987,High,Tier 3,Supermarket Type1,2700.4848,14.8,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.0907038034951981,0.20432520656941752,7.901556826764497,2700.4847999999993,38
15.7,Low Fat,0.073966786,Baking Goods,250.6,2009,Medium,Tier 2,Supermarket Type2,4026.7584,12.6,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.7605354758689353,0.3059267571151688,8.300965271900546,4026.7584000000024,16
15.6,Low Fat,0.117574554,Frozen Foods,75.7,2007,Medium,Tier 2,Supermarket Type1,1301.639,14.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.0489024017849418,0.09716413342854228,7.172147485783865,1301.6390000000004,18
9.6,Low Fat,0.049617765,Household,44.2,1998,Medium,Tier 2,Grocery Store,44.6086,13.9,0,True,False,1.0,0.5879385193007157,2157.711533985862,-1.5548903557363263,0.0008670815056615326,3.820096295229486,44.60860000000001,27
11.676739773604321,Regular,0.032296886,Frozen Foods,144.0,1985,Medium,Tier 2,Supermarket Type3,5394.9774,12.1,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.04820798725885356,0.41074160971131285,8.593409029031255,5394.9774,40
11.676739773604321,Regular,0.037340835,Frozen Foods,163.2,1985,Medium,Tier 2,Supermarket Type3,3946.8624,14.3,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.35661969252445913,0.2998061817810874,8.280929546855816,3946.8623999999973,40
11.676739773604321,Low Fat,0.075707087,Baking Goods,88.2,1985,Medium,Tier 2,Supermarket Type3,1438.128,13.9,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.8481135311693131,0.10762011629093135,7.271792653591673,1438.1279999999995,40
10.195,Regular,0.146635206,Frozen Foods,139.1,2004,Small,Tier1,Supermarket Type1,3652.5788,14.0,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.030501250022473003,0.2772620626338876,8.203462459357786,3652.5787999999966,21
19.1,Low Fat,0.177545624,Household,172.4,1999,Medium,Tier 2,Supermarket Type1,3621.2862,12.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.5044003012975622,0.2748648372947057,8.194860652439285,3621.286199999999,26
8.895,Low Fat,0.072693696,Breakfast,175.9,2009,Medium,Tier 2,Supermarket Type2,529.311,14.3,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.5606211850699382,0.037998571865755386,6.273463626903626,529.3110000000003,16
8.945,Regular,0.146701312,Dairy,262.3,1998,Medium,Tier 2,Grocery Store,1314.955,13.0,0,False,True,1.0,0.5879385193007157,2224.561170126414,1.9484738587651642,0.09818422931755585,7.182317916771741,1314.9549999999995,27
10.3,Low Fat,0.146999264,Meat,103.8,2007,Medium,Tier 2,Supermarket Type1,2804.3496,13.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5975290206410085,0.21228195450372334,7.939283444771657,2804.349599999999,18
16.0,Regular,0.173109453,Snack Foods,155.3,2002,Medium,Tier 2,Supermarket Type1,3894.93,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.2297211262953821,0.2958278078139345,8.267687697455225,3894.9300000000026,23
6.385,Regular,0.124410284,Snack Foods,34.4,2007,Medium,Tier 2,Supermarket Type1,388.1614,13.7,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.712308830298979,0.02718555544221157,5.96399416759279,388.1613999999999,18
13.0,Low Fat,0.035079516,Household,47.9,1987,High,Tier 3,Supermarket Type1,583.2408,13.8,1,True,False,2.0,0.10935116742930893,2157.711533985862,-1.4954568500341001,0.04212996021626033,6.370313226611205,583.2408000000003,38
20.1,Regular,0.054763518,Frozen Foods,150.9,2007,Medium,Tier 2,Supermarket Type1,3476.1418,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.15904344383868071,0.2637457921044578,8.153965913459864,3476.141799999997,18
11.1,Low Fat,0.111122936,Fruits and Vegetables,189.3,2009,Medium,Tier 2,Supermarket Type2,3630.6074,14.6,2,True,False,1.0,0.5879385193007157,2157.711533985862,0.7758668543698923,0.27557890441701516,8.197430639164873,3630.6073999999994,16
5.175,Low Fat,0.030330202,Health and Hygiene,35.5,1987,High,Tier 3,Supermarket Type1,388.1614,14.7,1,True,False,2.0,0.10935116742930893,2157.711533985862,-1.6946394096848039,0.02718555544221157,5.96399416759279,388.1613999999999,38
11.5,Regular,0.0,Dairy,88.3,1997,Small,Tier1,Supermarket Type1,1298.31,10.6,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.8465072202043882,0.09690910945628889,7.169588633311009,1298.3100000000004,28
16.75,Regular,0.008601441,Meat,73.7,2009,Medium,Tier 2,Supermarket Type2,1404.1722,14.6,2,False,True,1.0,0.5879385193007157,2224.561170126414,-1.0810286210834423,0.10501887177394675,7.247915136535284,1404.1722000000007,16
11.676739773604321,Low Fat,0.024407061,Breads,102.3,1985,Medium,Tier 2,Supermarket Type3,1948.1308,14.6,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.621623685114884,0.14668978884015096,7.5751388085948435,1948.130799999999,40
17.25,Low Fat,0.084262458,Soft Drinks,261.6,1987,High,Tier 3,Supermarket Type1,3418.883,14.4,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.9372296820106891,0.2593593797816995,8.13736161894514,3418.882999999997,38
5.88,Low Fat,0.08644044,Frozen Foods,155.4,2004,Small,Tier1,Supermarket Type1,2153.1972,14.0,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.23132743726030705,0.1623992655309599,7.675173404129361,2153.197199999999,21
11.676739773604321,Low Fat,0.112718928,Baking Goods,54.3,1985,Medium,Tier 2,Supermarket Type3,1310.2944,14.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3926529482788983,0.0978271957564011,7.178770019957071,1310.2944,40
7.3,Low Fat,0.086619573,Frozen Foods,147.6,2007,Medium,Tier 2,Supermarket Type1,3251.7672,14.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.10603518199615454,0.2465571763745792,8.087261359202977,3251.7672,18
7.075,Low Fat,0.058437653,Dairy,143.0,1999,Medium,Tier 2,Supermarket Type1,1150.5024,14.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.03214487760960326,0.0855860450882383,7.048822803496519,1150.5024000000003,26
6.365,Low Fat,0.0,Frozen Foods,59.8,2007,Medium,Tier 2,Supermarket Type1,980.0576,13.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3043058452080216,0.07252881770886463,6.888631173438,980.0576,18
11.676739773604321,Low Fat,0.034504414,Household,125.2,1985,Medium,Tier 2,Supermarket Type3,2783.044,14.0,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.253778474147052,0.21064980108130163,7.93165982592712,2783.0440000000003,40
9.3,Low Fat,0.044652785,Household,247.1,2004,Small,Tier1,Supermarket Type1,1228.401,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.7043145920965592,0.09155360603896767,7.1142823378774915,1228.4010000000003,21
5.92,Regular,0.019184026,Soft Drinks,50.4,1987,High,Tier 3,Supermarket Type1,591.2304,13.7,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.4552990759109743,0.04274201774966847,6.383895748358727,591.2304000000001,38
9.6,Low Fat,0.029638267,Household,42.6,2004,Small,Tier1,Supermarket Type1,133.8258,12.9,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.580591331175127,0.007701723962052432,4.903983574823339,133.8258,21
14.15,Low Fat,0.042180995,Dairy,52.1,1997,Small,Tier1,Supermarket Type1,578.5802,14.2,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.4279917895072491,0.04177292665510558,6.362304048372327,578.5802000000002,28
11.8,Low Fat,0.11507174,Soft Drinks,198.2,1987,High,Tier 3,Supermarket Type1,3769.7596,14.2,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.9188285302482196,0.28623890645720695,8.235031745557738,3769.7595999999994,38
6.765,Regular,0.087437069,Frozen Foods,106.1,2002,Medium,Tier 2,Supermarket Type1,1672.4896,11.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.5605838684477329,0.12557380393757014,7.422666306111605,1672.4895999999999,23
11.676739773604321,Regular,0.014295564,Fruits and Vegetables,242.7,1985,Medium,Tier 2,Supermarket Type3,12117.56,14.3,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.633636909639858,0.9257370192798123,9.402493440683427,12117.560000000009,40
